GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,MIN_TOT,PTS_RATE,FGM_RATE,FGA_RATE,3P Made_RATE,3PA_RATE,FTM_RATE,FTA_RATE,OREB_RATE,DREB_RATE,REB_RATE,AST_RATE,STL_RATE,BLK_RATE,TOV_RATE,MIN_CAT_MIN<10,MIN_CAT_MIN<20,MIN_CAT_MIN<30,MIN_CAT_MIN>30,GP_CAT_GP<28,GP_CAT_GP<56,GP_CAT_GP≥56
76,22.3,12.1,5.1,10.7,48.2,0.0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,4.1,1.9,0.8,0.5,2.4,1694.8,0.5426008968609866,0.22869955156950672,0.4798206278026906,0.0,0.008968609865470854,0.08071748878923768,0.10313901345291479,0.06278026905829596,0.12107623318385652,0.18385650224215244,0.0852017937219731,0.035874439461883414,0.022421524663677132,0.10762331838565023,False,False,True,False,False,False,True
37,10.9,3.9,1.3,4.4,29.8,0.2,0.8,23.3,1.2,1.7,69.4,0.2,0.7,0.9,1.8,0.5,0.1,1.4,403.3,0.35779816513761464,0.11926605504587157,0.4036697247706422,0.01834862385321101,0.07339449541284404,0.11009174311926605,0.15596330275229356,0.01834862385321101,0.06422018348623852,0.08256880733944955,0.1651376146788991,0.04587155963302752,0.009174311926605505,0.12844036697247704,False,True,False,False,False,True,False
80,22.6,9.3,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,3.2,1.3,0.8,0.3,1.0,1808.0,0.41150442477876104,0.1592920353982301,0.37168141592920356,0.035398230088495575,0.09292035398230089,0.05752212389380531,0.07964601769911504,0.061946902654867256,0.07964601769911504,0.1415929203539823,0.05752212389380531,0.035398230088495575,0.01327433628318584,0.04424778761061947,False,False,True,False,False,False,True
65,9.9,2.4,1.0,2.4,39.2,0.1,0.5,23.3,0.4,0.5,71.4,0.2,0.6,0.8,2.3,0.3,0.0,1.1,643.5,0.24242424242424243,0.10101010101010101,0.24242424242424243,0.010101010101010102,0.050505050505050504,0.04040404040404041,0.050505050505050504,0.020202020202020204,0.06060606060606061,0.08080808080808081,0.23232323232323232,0.030303030303030304,0.0,0.1111111111111111,True,False,False,False,False,False,True
54,10.3,3.3,1.6,3.5,44.5,0.0,0.1,0.0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,556.2,0.3203883495145631,0.1553398058252427,0.3398058252427184,0.0,0.009708737864077669,0.009708737864077669,0.029126213592233007,0.07766990291262135,0.13592233009708735,0.21359223300970875,0.04854368932038835,0.029126213592233007,0.019417475728155338,0.04854368932038835,False,True,False,False,False,True,False
56,29.4,12.6,4.9,11.4,42.8,0.8,2.7,31.3,2.0,2.6,76.4,1.3,2.3,3.6,2.3,0.9,0.3,2.1,1646.3999999999999,0.4285714285714286,0.1666666666666667,0.38775510204081637,0.027210884353741503,0.09183673469387757,0.06802721088435375,0.08843537414965986,0.04421768707482993,0.07823129251700679,0.12244897959183675,0.07823129251700679,0.030612244897959186,0.010204081632653062,0.07142857142857144,False,False,True,False,False,True,False
53,16.1,5.0,1.7,4.2,41.4,1.0,2.6,39.6,0.5,0.6,90.3,0.2,1.0,1.2,1.3,0.4,0.0,0.6,853.3000000000001,0.3105590062111801,0.10559006211180123,0.2608695652173913,0.06211180124223602,0.16149068322981366,0.03105590062111801,0.03726708074534161,0.012422360248447206,0.06211180124223602,0.07453416149068322,0.08074534161490683,0.02484472049689441,0.0,0.03726708074534161,False,True,False,False,False,True,False
54,8.7,3.4,1.2,2.6,45.3,0.6,1.7,37.0,0.4,0.5,88.5,0.2,0.8,1.0,0.4,0.3,0.1,0.1,469.79999999999995,0.39080459770114945,0.13793103448275862,0.2988505747126437,0.06896551724137931,0.19540229885057472,0.04597701149425288,0.0574712643678161,0.02298850574712644,0.09195402298850576,0.1149425287356322,0.04597701149425288,0.034482758620689655,0.01149425287356322,0.01149425287356322,True,False,False,False,False,True,False
64,22.0,11.0,4.0,8.9,45.0,1.0,2.5,40.6,2.0,2.6,78.9,0.9,2.2,3.1,1.3,0.6,0.3,1.3,1408.0,0.5,0.18181818181818182,0.40454545454545454,0.045454545454545456,0.11363636363636363,0.09090909090909091,0.11818181818181818,0.04090909090909091,0.1,0.1409090909090909,0.05909090909090909,0.02727272727272727,0.013636363636363636,0.05909090909090909,False,False,True,False,False,False,True
56,15.4,8.7,3.3,6.8,47.9,1.1,2.5,42.1,1.1,1.5,75.9,0.6,1.5,2.1,0.5,0.3,0.2,0.9,862.4,0.5649350649350648,0.21428571428571427,0.4415584415584416,0.07142857142857144,0.16233766233766234,0.07142857142857144,0.09740259740259741,0.03896103896103897,0.09740259740259741,0.13636363636363638,0.03246753246753247,0.019480519480519484,0.012987012987012988,0.05844155844155844,False,True,False,False,False,True,False
42,11.2,3.9,1.6,3.2,48.5,0.0,0.0,0.0,0.8,1.0,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,470.4,0.3482142857142857,0.14285714285714288,0.28571428571428575,0.0,0.0,0.07142857142857144,0.08928571428571429,0.0625,0.13392857142857142,0.19642857142857145,0.053571428571428575,0.01785714285714286,0.00892857142857143,0.053571428571428575,False,True,False,False,False,True,False
36,8.8,2.3,0.9,1.7,53.2,0.0,0.0,0.0,0.5,1.0,48.6,0.8,0.8,1.6,0.4,0.3,0.2,0.6,316.8,0.26136363636363635,0.10227272727272727,0.19318181818181815,0.0,0.0,0.056818181818181816,0.11363636363636363,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.03409090909090909,0.022727272727272728,0.06818181818181818,True,False,False,False,False,True,False
41,4.2,1.7,0.6,1.6,34.8,0.1,0.3,21.4,0.5,0.6,73.1,0.1,0.2,0.3,1.0,0.3,0.0,0.4,172.20000000000002,0.4047619047619047,0.14285714285714282,0.380952380952381,0.02380952380952381,0.07142857142857141,0.11904761904761904,0.14285714285714282,0.02380952380952381,0.04761904761904762,0.07142857142857141,0.23809523809523808,0.07142857142857141,0.0,0.09523809523809525,True,False,False,False,False,True,False
48,11.8,4.7,2.0,3.9,50.8,0.0,0.0,0.0,0.8,1.1,70.6,1.0,1.8,2.9,0.4,0.3,0.7,0.5,566.4000000000001,0.3983050847457627,0.16949152542372878,0.33050847457627114,0.0,0.0,0.06779661016949153,0.09322033898305083,0.08474576271186439,0.15254237288135591,0.2457627118644067,0.03389830508474576,0.025423728813559317,0.059322033898305065,0.042372881355932195,False,True,False,False,False,True,False
39,8.7,1.8,0.6,2.3,25.0,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,339.29999999999995,0.20689655172413796,0.06896551724137931,0.26436781609195403,0.034482758620689655,0.16091954022988506,0.04597701149425289,0.04597701149425289,0.011494252873563222,0.06896551724137931,0.08045977011494253,0.13793103448275862,0.08045977011494253,0.011494252873563222,0.06896551724137931,True,False,False,False,False,True,False
71,11.2,2.9,1.2,3.1,39.6,0.0,0.1,0.0,0.5,0.7,62.3,0.7,1.4,2.1,0.5,0.4,0.1,0.3,795.1999999999999,0.25892857142857145,0.10714285714285715,0.2767857142857143,0.0,0.00892857142857143,0.044642857142857144,0.0625,0.0625,0.125,0.1875,0.044642857142857144,0.03571428571428572,0.00892857142857143,0.026785714285714288,False,True,False,False,False,False,True
62,17.8,7.0,3.0,7.0,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2.0,3.5,5.4,0.8,0.4,0.3,0.9,1103.6000000000001,0.3932584269662921,0.1685393258426966,0.3932584269662921,0.01685393258426966,0.0449438202247191,0.0449438202247191,0.06179775280898876,0.11235955056179774,0.19662921348314605,0.3033707865168539,0.0449438202247191,0.02247191011235955,0.01685393258426966,0.05056179775280899,False,True,False,False,False,False,True
37,7.3,2.8,1.2,2.6,44.3,0.1,0.3,18.2,0.5,0.6,81.0,0.4,0.7,1.1,0.3,0.2,0.1,0.5,270.09999999999997,0.3835616438356165,0.16438356164383564,0.35616438356164387,0.013698630136986304,0.04109589041095891,0.06849315068493152,0.08219178082191782,0.054794520547945216,0.09589041095890412,0.15068493150684933,0.04109589041095891,0.027397260273972608,0.013698630136986304,0.06849315068493152,True,False,False,False,False,True,False
33,5.5,1.5,0.6,1.3,45.5,0.0,0.1,0.0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,181.5,0.2727272727272727,0.1090909090909091,0.23636363636363636,0.0,0.018181818181818184,0.05454545454545455,0.12727272727272726,0.14545454545454548,0.12727272727272726,0.2727272727272727,0.03636363636363637,0.03636363636363637,0.018181818181818184,0.018181818181818184,True,False,False,False,False,True,False
53,9.4,2.2,0.8,2.3,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,2.2,0.5,0.1,1.0,498.20000000000005,0.23404255319148937,0.0851063829787234,0.24468085106382975,0.02127659574468085,0.06382978723404255,0.031914893617021274,0.0425531914893617,0.010638297872340425,0.0425531914893617,0.05319148936170212,0.23404255319148937,0.05319148936170212,0.010638297872340425,0.10638297872340424,True,False,False,False,False,True,False
35,6.2,3.3,1.3,3.1,43.5,0.1,0.3,40.0,0.5,0.5,88.9,0.3,0.4,0.7,0.3,0.2,0.2,0.6,217.0,0.532258064516129,0.20967741935483872,0.5,0.016129032258064516,0.04838709677419355,0.08064516129032258,0.08064516129032258,0.04838709677419355,0.06451612903225806,0.11290322580645161,0.04838709677419355,0.03225806451612903,0.03225806451612903,0.0967741935483871,True,False,False,False,False,True,False
44,11.0,4.9,2.1,5.1,41.8,0.0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,3.0,0.2,0.3,0.1,0.7,484.0,0.4454545454545455,0.19090909090909092,0.46363636363636357,0.0,0.009090909090909092,0.05454545454545454,0.08181818181818182,0.1,0.17272727272727273,0.2727272727272727,0.018181818181818184,0.02727272727272727,0.009090909090909092,0.06363636363636363,False,True,False,False,False,True,False
70,9.5,2.2,0.8,1.7,44.6,0.0,0.0,0.0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,665.0,0.23157894736842105,0.08421052631578947,0.17894736842105263,0.0,0.0,0.06315789473684211,0.09473684210526316,0.08421052631578947,0.16842105263157894,0.25263157894736843,0.021052631578947368,0.021052631578947368,0.05263157894736842,0.06315789473684211,True,False,False,False,False,False,True
78,22.6,8.4,3.3,8.3,40.1,0.4,1.3,31.0,1.3,1.8,71.5,0.6,3.9,4.5,2.9,0.6,0.1,1.6,1762.8000000000002,0.3716814159292035,0.14601769911504422,0.3672566371681416,0.017699115044247787,0.05752212389380531,0.05752212389380531,0.07964601769911504,0.026548672566371678,0.1725663716814159,0.1991150442477876,0.12831858407079644,0.026548672566371678,0.004424778761061947,0.07079646017699115,False,False,True,False,False,False,True
71,17.0,4.9,2.1,4.2,50.3,0.0,0.0,0.0,0.7,1.0,70.8,1.5,2.1,3.6,0.7,0.6,0.3,0.8,1207.0,0.2882352941176471,0.12352941176470587,0.24705882352941175,0.0,0.0,0.041176470588235294,0.058823529411764705,0.08823529411764706,0.12352941176470587,0.21176470588235294,0.041176470588235294,0.03529411764705882,0.01764705882352941,0.04705882352941177,False,True,False,False,False,False,True
46,11.5,4.1,1.5,2.9,53.0,0.0,0.1,40.0,1.0,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,529.0,0.3565217391304348,0.13043478260869565,0.25217391304347825,0.0,0.008695652173913045,0.08695652173913043,0.14782608695652175,0.13043478260869565,0.15652173913043477,0.2869565217391304,0.06956521739130436,0.03478260869565218,0.008695652173913045,0.06956521739130436,False,True,False,False,False,True,False
39,16.6,5.4,1.9,5.5,35.5,0.6,2.2,26.2,0.9,1.2,75.0,0.6,1.9,2.5,0.9,0.6,0.3,1.0,647.4000000000001,0.3253012048192771,0.11445783132530118,0.33132530120481923,0.036144578313253004,0.13253012048192772,0.05421686746987951,0.07228915662650601,0.036144578313253004,0.11445783132530118,0.1506024096385542,0.05421686746987951,0.036144578313253004,0.018072289156626502,0.06024096385542168,False,True,False,False,False,True,False
51,13.2,3.9,1.6,4.1,40.2,0.2,0.6,36.7,0.4,0.5,76.9,0.6,1.5,2.1,0.8,0.3,0.2,0.7,673.1999999999999,0.29545454545454547,0.12121212121212124,0.3106060606060606,0.015151515151515155,0.045454545454545456,0.03030303030303031,0.03787878787878788,0.045454545454545456,0.11363636363636365,0.15909090909090912,0.06060606060606062,0.022727272727272728,0.015151515151515155,0.05303030303030303,False,True,False,False,False,True,False
73,19.0,5.8,2.2,4.8,46.8,0.1,0.6,22.0,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1387.0,0.30526315789473685,0.11578947368421054,0.25263157894736843,0.005263157894736843,0.031578947368421054,0.06315789473684211,0.08421052631578949,0.08947368421052632,0.12105263157894736,0.20526315789473684,0.05789473684210527,0.04210526315789474,0.005263157894736843,0.03684210526315789,False,True,False,False,False,False,True
77,11.0,3.5,1.4,3.4,42.9,0.2,0.7,28.6,0.5,0.7,66.0,0.2,0.6,0.7,2.3,0.3,0.0,1.1,847.0,0.3181818181818182,0.12727272727272726,0.3090909090909091,0.01818181818181818,0.06363636363636363,0.045454545454545456,0.06363636363636363,0.01818181818181818,0.05454545454545454,0.06363636363636363,0.20909090909090908,0.02727272727272727,0.0,0.1,False,True,False,False,False,False,True
71,14.8,6.7,2.7,5.2,52.8,0.0,0.0,0.0,1.2,1.9,63.0,1.7,2.7,4.4,0.3,0.3,0.8,0.9,1050.8,0.4527027027027027,0.18243243243243246,0.35135135135135137,0.0,0.0,0.08108108108108109,0.1283783783783784,0.11486486486486487,0.18243243243243246,0.29729729729729737,0.02027027027027027,0.02027027027027027,0.05405405405405406,0.060810810810810814,False,True,False,False,False,False,True
68,10.6,4.1,1.5,3.4,44.3,0.0,0.0,0.0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,720.8,0.38679245283018865,0.14150943396226415,0.32075471698113206,0.0,0.0,0.1037735849056604,0.16037735849056603,0.05660377358490566,0.14150943396226415,0.19811320754716985,0.03773584905660378,0.01886792452830189,0.02830188679245283,0.07547169811320756,False,True,False,False,False,False,True
76,30.3,10.6,4.4,11.7,37.5,0.1,0.4,13.3,1.8,2.4,73.0,1.1,1.8,2.9,2.2,2.0,0.2,2.0,2302.8,0.3498349834983498,0.14521452145214522,0.3861386138613861,0.0033003300330033004,0.013201320132013201,0.0594059405940594,0.07920792079207921,0.036303630363036306,0.0594059405940594,0.0957095709570957,0.07260726072607261,0.066006600660066,0.006600660066006601,0.066006600660066,False,False,False,True,False,False,True
58,11.5,3.3,1.1,2.2,50.8,0.0,0.0,0.0,1.0,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,667.0,0.2869565217391304,0.09565217391304348,0.19130434782608696,0.0,0.0,0.08695652173913043,0.11304347826086958,0.06956521739130436,0.13043478260869565,0.19999999999999996,0.01739130434782609,0.01739130434782609,0.06086956521739129,0.03478260869565218,False,True,False,False,False,False,True
82,23.4,12.8,5.0,8.4,60.0,0.0,0.0,0.0,2.8,4.5,62.0,2.3,4.5,6.8,1.4,0.4,0.5,2.3,1918.8,0.5470085470085471,0.2136752136752137,0.35897435897435903,0.0,0.0,0.11965811965811966,0.19230769230769232,0.09829059829059829,0.19230769230769232,0.2905982905982906,0.05982905982905983,0.017094017094017096,0.021367521367521368,0.09829059829059829,False,False,True,False,False,False,True
38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,623.1999999999999,0.2621951219512195,0.07926829268292683,0.22560975609756098,0.03658536585365854,0.09756097560975611,0.06707317073170734,0.09756097560975611,0.02439024390243903,0.06707317073170734,0.09146341463414635,0.15853658536585366,0.042682926829268296,0.006097560975609757,0.08536585365853659,False,True,False,False,False,True,False
65,24.7,12.0,5.0,10.7,47.0,0.0,0.4,4.3,1.9,2.5,77.0,1.4,1.6,2.9,1.9,1.0,0.1,1.7,1605.5,0.48582995951417,0.20242914979757085,0.4331983805668016,0.0,0.016194331983805668,0.07692307692307693,0.10121457489878542,0.05668016194331984,0.06477732793522267,0.11740890688259109,0.07692307692307693,0.04048582995951417,0.004048582995951417,0.06882591093117409,False,False,True,False,False,False,True
33,15.6,3.0,1.3,4.0,31.8,0.2,1.1,16.7,0.3,0.5,52.9,0.4,1.0,1.4,2.5,0.4,0.1,0.7,514.8,0.19230769230769232,0.08333333333333334,0.25641025641025644,0.012820512820512824,0.07051282051282053,0.019230769230769232,0.032051282051282055,0.025641025641025647,0.06410256410256411,0.08974358974358974,0.16025641025641027,0.025641025641025647,0.006410256410256412,0.04487179487179487,False,True,False,False,False,True,False
67,20.4,3.2,1.0,2.1,47.1,0.0,0.0,0.0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,1366.8,0.1568627450980392,0.049019607843137254,0.10294117647058824,0.0,0.0,0.058823529411764705,0.11274509803921569,0.12254901960784315,0.20098039215686275,0.3235294117647059,0.024509803921568627,0.029411764705882353,0.00980392156862745,0.0392156862745098,False,False,True,False,False,False,True
82,26.8,10.3,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,4.5,2.1,0.8,0.8,1.6,2197.6,0.3843283582089552,0.1417910447761194,0.31716417910447764,0.007462686567164181,0.01865671641791045,0.09328358208955224,0.11940298507462689,0.0708955223880597,0.09328358208955224,0.16791044776119404,0.07835820895522388,0.029850746268656723,0.029850746268656723,0.059701492537313446,False,False,True,False,False,False,True
78,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,0.6,0.2,1.0,1794.0,0.3130434782608696,0.12608695652173912,0.2956521739130435,0.008695652173913044,0.02608695652173913,0.05652173913043478,0.06956521739130435,0.021739130434782608,0.14782608695652175,0.16956521739130434,0.08695652173913043,0.02608695652173913,0.008695652173913044,0.043478260869565216,False,False,True,False,False,False,True
39,10.1,3.3,1.2,3.0,41.4,0.0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,1.7,0.9,0.4,0.1,0.8,393.9,0.32673267326732675,0.1188118811881188,0.29702970297029707,0.0,0.019801980198019806,0.07920792079207922,0.10891089108910894,0.0594059405940594,0.1188118811881188,0.16831683168316833,0.08910891089108912,0.03960396039603961,0.009900990099009903,0.07920792079207922,False,True,False,False,False,True,False
21,4.9,0.7,0.3,0.9,33.3,0.0,0.0,0.0,0.1,0.3,50.0,0.2,0.9,1.1,0.1,0.1,0.3,0.1,102.9,0.14285714285714285,0.06122448979591836,0.1836734693877551,0.0,0.0,0.02040816326530612,0.06122448979591836,0.04081632653061224,0.1836734693877551,0.22448979591836735,0.02040816326530612,0.02040816326530612,0.06122448979591836,0.02040816326530612,True,False,False,False,True,False,False
76,29.3,10.4,4.0,7.8,51.4,0.0,0.0,0.0,2.5,3.1,80.7,2.4,3.5,5.9,1.6,0.7,0.6,1.5,2226.8,0.3549488054607508,0.136518771331058,0.2662116040955631,0.0,0.0,0.08532423208191126,0.10580204778156996,0.08191126279863481,0.11945392491467575,0.20136518771331058,0.05460750853242321,0.023890784982935148,0.020477815699658702,0.051194539249146756,False,False,True,False,False,False,True
82,23.7,8.7,3.5,7.5,46.4,0.1,0.4,20.6,1.7,1.9,87.3,0.5,1.7,2.2,4.2,1.0,0.2,1.7,1943.3999999999999,0.3670886075949367,0.14767932489451477,0.31645569620253167,0.0042194092827004225,0.01687763713080169,0.07172995780590719,0.08016877637130801,0.021097046413502112,0.07172995780590719,0.09282700421940929,0.17721518987341775,0.042194092827004225,0.008438818565400845,0.07172995780590719,False,False,True,False,False,False,True
35,11.3,2.4,0.8,2.3,35.0,0.3,1.4,24.5,0.5,0.6,72.7,0.1,1.3,1.4,1.1,0.3,0.1,0.7,395.5,0.21238938053097345,0.07079646017699115,0.20353982300884957,0.02654867256637168,0.12389380530973451,0.04424778761061947,0.05309734513274336,0.008849557522123894,0.11504424778761062,0.12389380530973451,0.09734513274336283,0.02654867256637168,0.008849557522123894,0.061946902654867256,False,True,False,False,False,True,False
49,9.2,1.9,0.7,2.0,32.7,0.1,0.6,21.4,0.5,0.8,64.9,0.2,0.7,0.8,1.7,0.5,0.1,0.6,450.79999999999995,0.20652173913043478,0.07608695652173914,0.2173913043478261,0.010869565217391306,0.06521739130434782,0.05434782608695653,0.08695652173913045,0.02173913043478261,0.07608695652173914,0.08695652173913045,0.1847826086956522,0.05434782608695653,0.010869565217391306,0.06521739130434782,True,False,False,False,False,True,False
