GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,MIN_TOT,PTS_RATE,FGM_RATE,FGA_RATE,3P Made_RATE,3PA_RATE,FTM_RATE,FTA_RATE,OREB_RATE,DREB_RATE,REB_RATE,AST_RATE,STL_RATE,BLK_RATE,TOV_RATE,MIN_CAT_MIN<10,MIN_CAT_MIN<20,MIN_CAT_MIN<30,MIN_CAT_MIN>30,GP_CAT_GP<28,GP_CAT_GP<56,GP_CAT_GP≥56
36,6.6,1.9,0.8,2.4,32.2,0.0,0.1,0.0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,237.6,0.28787878787878785,0.12121212121212122,0.3636363636363636,0.0,0.015151515151515152,0.04545454545454545,0.07575757575757576,0.07575757575757576,0.04545454545454545,0.12121212121212122,0.06060606060606061,0.04545454545454545,0.015151515151515152,0.0909090909090909,True,False,False,False,False,True,False
81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31.0,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1271.7,0.29936305732484075,0.12101910828025478,0.28662420382165604,0.01910828025477707,0.05732484076433121,0.03821656050955414,0.05732484076433121,0.01910828025477707,0.08280254777070063,0.1019108280254777,0.21019108280254778,0.03184713375796178,0.006369426751592356,0.07006369426751592,False,True,False,False,False,False,True
66,11.3,5.9,1.8,3.9,45.9,0.0,0.0,0.0,2.3,3.0,77.7,1.0,1.0,2.1,0.7,0.5,0.1,1.2,745.8000000000001,0.5221238938053098,0.15929203539823006,0.3451327433628318,0.0,0.0,0.2035398230088495,0.2654867256637168,0.08849557522123894,0.08849557522123894,0.18584070796460175,0.06194690265486724,0.04424778761061947,0.008849557522123894,0.10619469026548672,False,True,False,False,False,False,True
38,8.5,3.2,1.3,3.3,40.8,0.0,0.0,0.0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,323.0,0.37647058823529417,0.15294117647058822,0.388235294117647,0.0,0.0,0.058823529411764705,0.08235294117647059,0.07058823529411765,0.12941176470588237,0.18823529411764708,0.03529411764705882,0.023529411764705885,0.04705882352941177,0.058823529411764705,True,False,False,False,False,True,False
70,9.5,2.2,0.8,1.7,44.6,0.0,0.0,0.0,0.6,0.9,73.8,0.8,1.6,2.4,0.2,0.2,0.5,0.6,665.0,0.23157894736842105,0.08421052631578947,0.17894736842105263,0.0,0.0,0.06315789473684211,0.09473684210526316,0.08421052631578947,0.16842105263157894,0.25263157894736843,0.021052631578947368,0.021052631578947368,0.05263157894736842,0.06315789473684211,True,False,False,False,False,False,True
42,8.2,2.8,1.0,2.3,43.9,0.0,0.0,0.0,0.7,1.4,52.5,0.9,1.0,1.9,0.3,0.1,0.1,0.8,344.4,0.34146341463414637,0.12195121951219513,0.2804878048780488,0.0,0.0,0.08536585365853659,0.17073170731707318,0.10975609756097562,0.12195121951219513,0.23170731707317074,0.03658536585365854,0.012195121951219514,0.012195121951219514,0.09756097560975611,True,False,False,False,False,True,False
77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25.0,1.9,2.5,76.3,0.9,2.0,2.9,0.7,0.6,0.2,0.8,1663.2,0.3981481481481481,0.15277777777777776,0.3055555555555555,0.004629629629629629,0.009259259259259259,0.08796296296296295,0.11574074074074074,0.041666666666666664,0.09259259259259259,0.13425925925925924,0.032407407407407406,0.027777777777777773,0.009259259259259259,0.037037037037037035,False,False,True,False,False,False,True
20,21.1,9.4,3.7,8.2,44.8,0.0,0.1,0.0,2.1,2.7,75.9,1.9,2.2,4.1,1.2,0.8,0.3,1.3,422.0,0.44549763033175355,0.17535545023696683,0.3886255924170616,0.0,0.004739336492890996,0.0995260663507109,0.12796208530805686,0.09004739336492891,0.10426540284360189,0.1943127962085308,0.05687203791469194,0.037914691943127965,0.014218009478672985,0.061611374407582936,False,False,True,False,True,False,False
58,11.6,5.7,2.3,5.5,42.6,0.1,0.5,22.6,0.9,1.3,68.9,1.0,0.9,1.9,0.8,0.6,0.1,1.0,672.8,0.4913793103448277,0.1982758620689655,0.4741379310344828,0.008620689655172415,0.04310344827586207,0.07758620689655174,0.1120689655172414,0.08620689655172414,0.07758620689655174,0.16379310344827586,0.06896551724137932,0.05172413793103448,0.008620689655172415,0.08620689655172414,False,True,False,False,False,False,True
81,30.4,9.8,4.2,8.3,50.3,0.0,0.0,0.0,1.4,1.9,76.5,3.3,5.3,8.6,2.7,0.7,1.0,1.6,2462.4,0.3223684210526316,0.1381578947368421,0.27302631578947373,0.0,0.0,0.046052631578947366,0.0625,0.10855263157894737,0.17434210526315788,0.28289473684210525,0.08881578947368421,0.023026315789473683,0.03289473684210526,0.05263157894736842,False,False,False,True,False,False,True
60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2.0,72.7,1.1,4.4,5.5,0.7,0.4,1.4,1.1,1368.0,0.4517543859649123,0.19298245614035087,0.38596491228070173,0.0043859649122807015,0.008771929824561403,0.06578947368421052,0.08771929824561403,0.04824561403508772,0.19298245614035087,0.2412280701754386,0.03070175438596491,0.017543859649122806,0.06140350877192982,0.04824561403508772,False,False,True,False,False,False,True
49,13.6,5.2,2.0,4.7,43.9,0.0,0.0,0.0,1.1,1.6,71.4,1.2,2.4,3.6,0.5,0.4,0.3,1.2,666.4,0.3823529411764706,0.14705882352941177,0.3455882352941177,0.0,0.0,0.08088235294117649,0.11764705882352942,0.08823529411764705,0.1764705882352941,0.2647058823529412,0.03676470588235294,0.029411764705882356,0.022058823529411763,0.08823529411764705,False,True,False,False,False,True,False
82,16.1,7.9,2.6,6.3,41.7,0.0,0.2,26.7,2.5,3.2,79.1,0.9,1.1,2.0,3.5,1.6,0.2,2.4,1320.2,0.49068322981366463,0.16149068322981366,0.391304347826087,0.0,0.012422360248447206,0.15527950310559005,0.1987577639751553,0.05590062111801242,0.06832298136645963,0.12422360248447205,0.21739130434782608,0.09937888198757765,0.012422360248447206,0.14906832298136644,False,True,False,False,False,False,True
74,15.5,5.5,2.0,5.0,40.6,0.0,0.0,0.0,1.5,2.2,67.5,1.1,2.2,3.3,0.2,0.3,0.7,1.0,1147.0,0.3548387096774194,0.12903225806451613,0.3225806451612903,0.0,0.0,0.0967741935483871,0.14193548387096774,0.07096774193548387,0.14193548387096774,0.2129032258064516,0.012903225806451613,0.01935483870967742,0.04516129032258064,0.06451612903225806,False,True,False,False,False,False,True
42,15.4,6.4,2.5,6.5,38.4,0.6,2.0,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1.0,0.6,0.1,1.0,646.8000000000001,0.41558441558441556,0.1623376623376623,0.42207792207792205,0.03896103896103895,0.12987012987012986,0.05844155844155844,0.07142857142857142,0.019480519480519477,0.0909090909090909,0.11038961038961037,0.06493506493506493,0.03896103896103895,0.006493506493506493,0.06493506493506493,False,True,False,False,False,True,False
74,20.7,6.6,2.4,5.0,48.2,0.0,0.0,0.0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,1531.8,0.3188405797101449,0.11594202898550725,0.24154589371980678,0.0,0.0,0.08695652173913045,0.12560386473429952,0.11594202898550725,0.15942028985507245,0.27053140096618356,0.053140096618357495,0.04347826086956522,0.04347826086956522,0.057971014492753624,False,False,True,False,False,False,True
47,19.7,5.3,1.7,5.1,34.0,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.2,0.3,1.4,925.9,0.26903553299492383,0.08629441624365482,0.25888324873096447,0.030456852791878174,0.09644670050761421,0.06091370558375635,0.09137055837563453,0.030456852791878174,0.1319796954314721,0.16243654822335027,0.06091370558375635,0.06091370558375635,0.015228426395939087,0.07106598984771574,False,True,False,False,False,True,False
59,22.2,8.0,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,1.6,0.5,0.8,0.8,1309.8,0.3603603603603604,0.12162162162162163,0.28378378378378377,0.03603603603603604,0.10810810810810811,0.08558558558558559,0.1036036036036036,0.03153153153153153,0.13513513513513514,0.16666666666666669,0.07207207207207209,0.022522522522522525,0.03603603603603604,0.03603603603603604,False,False,True,False,False,False,True
62,13.0,3.5,1.4,3.2,42.9,0.0,0.1,33.3,0.8,1.1,70.1,0.3,1.0,1.4,1.7,0.6,0.1,0.9,806.0,0.2692307692307692,0.10769230769230768,0.24615384615384617,0.0,0.007692307692307693,0.06153846153846154,0.08461538461538462,0.023076923076923075,0.07692307692307693,0.10769230769230768,0.13076923076923075,0.04615384615384615,0.007692307692307693,0.06923076923076923,False,True,False,False,False,False,True
75,17.9,7.3,2.8,6.0,47.0,0.0,0.1,0.0,1.7,2.2,76.2,1.1,2.0,3.1,0.7,0.4,0.3,0.9,1342.5,0.40782122905027934,0.1564245810055866,0.33519553072625696,0.0,0.00558659217877095,0.09497206703910614,0.12290502793296089,0.061452513966480445,0.11173184357541899,0.17318435754189945,0.03910614525139665,0.0223463687150838,0.01675977653631285,0.05027932960893855,False,True,False,False,False,False,True
45,10.1,2.9,1.0,2.6,38.5,0.1,0.6,20.0,0.8,1.2,65.5,0.6,0.6,1.3,0.5,0.4,0.1,0.5,454.5,0.2871287128712871,0.09900990099009901,0.25742574257425743,0.009900990099009901,0.0594059405940594,0.07920792079207921,0.1188118811881188,0.0594059405940594,0.0594059405940594,0.12871287128712872,0.04950495049504951,0.039603960396039604,0.009900990099009901,0.04950495049504951,False,True,False,False,False,True,False
64,10.0,4.3,1.6,3.5,45.5,0.0,0.1,0.0,1.2,1.6,72.8,0.2,0.8,1.0,1.2,0.4,0.1,0.7,640.0,0.43,0.16,0.35,0.0,0.01,0.12,0.16,0.02,0.08,0.1,0.12,0.04,0.01,0.06999999999999999,True,False,False,False,False,False,True
72,29.0,13.5,5.1,10.4,49.3,0.0,0.0,0.0,3.3,5.4,60.2,2.7,4.7,7.4,1.3,0.5,1.1,2.2,2088.0,0.46551724137931033,0.17586206896551723,0.35862068965517246,0.0,0.0,0.11379310344827585,0.18620689655172415,0.09310344827586207,0.1620689655172414,0.25517241379310346,0.04482758620689656,0.017241379310344827,0.03793103448275862,0.07586206896551724,False,False,True,False,False,False,True
53,26.1,9.4,3.6,8.3,42.8,0.6,1.7,33.0,1.7,2.3,73.2,0.4,2.2,2.6,4.2,0.8,0.0,1.7,1383.3000000000002,0.36015325670498083,0.13793103448275862,0.318007662835249,0.022988505747126433,0.06513409961685822,0.06513409961685822,0.08812260536398465,0.01532567049808429,0.08429118773946359,0.09961685823754789,0.16091954022988506,0.03065134099616858,0.0,0.06513409961685822,False,False,True,False,False,True,False
53,10.8,2.8,1.3,2.1,60.4,0.0,0.0,0.0,0.3,0.8,42.5,0.9,1.9,2.8,0.3,0.4,0.4,0.4,572.4000000000001,0.2592592592592592,0.12037037037037036,0.19444444444444442,0.0,0.0,0.02777777777777777,0.07407407407407407,0.08333333333333333,0.17592592592592587,0.2592592592592592,0.02777777777777777,0.037037037037037035,0.037037037037037035,0.037037037037037035,False,True,False,False,False,True,False
50,6.2,1.7,0.5,1.7,31.0,0.0,0.0,0.0,0.6,1.0,60.4,0.3,0.7,1.0,0.3,0.3,0.1,0.4,310.0,0.27419354838709675,0.08064516129032258,0.27419354838709675,0.0,0.0,0.0967741935483871,0.16129032258064516,0.04838709677419355,0.11290322580645161,0.16129032258064516,0.04838709677419355,0.04838709677419355,0.016129032258064516,0.06451612903225806,True,False,False,False,False,True,False
72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1.0,1087.2,0.2913907284768212,0.11258278145695363,0.271523178807947,0.03973509933774834,0.1258278145695364,0.026490066225165563,0.03311258278145695,0.01986754966887417,0.08609271523178809,0.11258278145695363,0.1258278145695364,0.03973509933774834,0.006622516556291391,0.0662251655629139,False,True,False,False,False,False,True
77,18.3,4.5,1.5,3.6,42.1,0.0,0.0,50.0,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,1409.1000000000001,0.24590163934426226,0.08196721311475409,0.1967213114754098,0.0,0.0,0.08196721311475409,0.11475409836065574,0.09289617486338797,0.12021857923497267,0.21311475409836064,0.060109289617486336,0.02185792349726776,0.032786885245901634,0.04918032786885245,False,True,False,False,False,False,True
48,18.9,9.1,3.6,6.8,52.8,0.0,0.0,0.0,2.0,3.0,66.9,2.4,3.3,5.7,0.7,0.8,1.1,1.8,907.1999999999999,0.48148148148148145,0.1904761904761905,0.35978835978835977,0.0,0.0,0.10582010582010583,0.15873015873015875,0.12698412698412698,0.1746031746031746,0.3015873015873016,0.037037037037037035,0.04232804232804234,0.05820105820105821,0.09523809523809525,False,True,False,False,False,True,False
68,23.5,8.4,3.3,7.1,46.0,0.0,0.0,0.0,1.9,2.7,69.9,1.8,5.0,6.7,1.5,0.5,0.3,1.8,1598.0,0.3574468085106383,0.1404255319148936,0.3021276595744681,0.0,0.0,0.08085106382978723,0.11489361702127661,0.07659574468085106,0.2127659574468085,0.2851063829787234,0.06382978723404255,0.02127659574468085,0.01276595744680851,0.07659574468085106,False,False,True,False,False,False,True
82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,2673.2000000000003,0.4754601226993865,0.16871165644171776,0.4539877300613497,0.05521472392638036,0.1441717791411043,0.08282208588957055,0.10122699386503065,0.01840490797546012,0.08588957055214723,0.10429447852760736,0.17484662576687116,0.03987730061349693,0.006134969325153374,0.07361963190184048,False,False,False,True,False,False,True
55,14.8,6.0,2.2,4.4,50.4,0.3,0.9,38.3,1.3,1.7,75.0,0.3,1.5,1.7,1.1,0.4,0.1,1.0,814.0,0.40540540540540543,0.14864864864864866,0.2972972972972973,0.02027027027027027,0.060810810810810814,0.08783783783783784,0.11486486486486487,0.02027027027027027,0.10135135135135136,0.11486486486486487,0.07432432432432433,0.02702702702702703,0.006756756756756757,0.06756756756756757,False,True,False,False,False,True,False
43,6.7,3.4,1.2,3.1,37.8,0.1,0.3,20.0,1.0,1.5,63.6,0.3,0.7,1.0,0.8,0.3,0.1,0.8,288.1,0.5074626865671641,0.1791044776119403,0.4626865671641791,0.014925373134328356,0.04477611940298507,0.14925373134328357,0.22388059701492535,0.04477611940298507,0.10447761194029849,0.14925373134328357,0.11940298507462685,0.04477611940298507,0.014925373134328356,0.11940298507462685,True,False,False,False,False,True,False
82,32.8,21.0,8.7,16.7,52.3,0.0,0.0,25.0,3.5,5.3,66.1,3.6,7.6,11.1,2.0,0.8,2.4,3.6,2689.6,0.6402439024390244,0.2652439024390244,0.5091463414634146,0.0,0.0,0.10670731707317073,0.16158536585365854,0.10975609756097561,0.23170731707317072,0.33841463414634143,0.06097560975609756,0.02439024390243903,0.07317073170731707,0.10975609756097561,False,False,False,True,False,False,True
42,11.2,3.9,1.6,3.2,48.5,0.0,0.0,0.0,0.8,1.0,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,470.4,0.3482142857142857,0.14285714285714288,0.28571428571428575,0.0,0.0,0.07142857142857144,0.08928571428571429,0.0625,0.13392857142857142,0.19642857142857145,0.053571428571428575,0.01785714285714286,0.00892857142857143,0.053571428571428575,False,True,False,False,False,True,False
52,7.3,2.6,1.0,2.6,39.3,0.1,0.2,27.3,0.5,0.6,81.3,0.5,0.9,1.3,0.3,0.2,0.1,0.6,379.59999999999997,0.3561643835616439,0.13698630136986303,0.3561643835616439,0.013698630136986302,0.027397260273972605,0.06849315068493152,0.08219178082191782,0.06849315068493152,0.12328767123287673,0.17808219178082196,0.04109589041095891,0.027397260273972605,0.013698630136986302,0.08219178082191782,True,False,False,False,False,True,False
80,35.0,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,1.0,1.0,2.8,2800.0,0.5342857142857143,0.19714285714285715,0.4342857142857143,0.002857142857142857,0.008571428571428572,0.13714285714285715,0.18571428571428572,0.07714285714285714,0.12,0.19714285714285715,0.06285714285714286,0.02857142857142857,0.02857142857142857,0.08,False,False,False,True,False,False,True
33,5.5,1.5,0.6,1.3,45.5,0.0,0.1,0.0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,181.5,0.2727272727272727,0.1090909090909091,0.23636363636363636,0.0,0.018181818181818184,0.05454545454545455,0.12727272727272726,0.14545454545454548,0.12727272727272726,0.2727272727272727,0.03636363636363637,0.03636363636363637,0.018181818181818184,0.018181818181818184,True,False,False,False,False,True,False
37,23.5,6.9,2.6,4.5,58.7,0.0,0.1,0.0,1.6,2.8,59.2,2.2,3.5,5.7,1.0,1.0,1.0,0.8,869.5,0.2936170212765958,0.11063829787234043,0.19148936170212766,0.0,0.00425531914893617,0.06808510638297872,0.11914893617021276,0.09361702127659575,0.14893617021276595,0.24255319148936172,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.03404255319148936,False,False,True,False,False,True,False
45,10.2,3.5,1.5,4.0,38.3,0.0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,458.99999999999994,0.34313725490196084,0.14705882352941177,0.3921568627450981,0.0,0.019607843137254905,0.03921568627450981,0.07843137254901962,0.029411764705882356,0.03921568627450981,0.06862745098039216,0.14705882352941177,0.07843137254901962,0.009803921568627453,0.08823529411764706,False,True,False,False,False,True,False
33,10.8,2.2,0.9,2.7,34.8,0.1,0.3,27.3,0.3,0.4,64.3,0.2,2.0,2.2,0.8,0.5,0.2,0.3,356.40000000000003,0.20370370370370372,0.08333333333333333,0.25,0.009259259259259259,0.027777777777777776,0.027777777777777776,0.037037037037037035,0.018518518518518517,0.18518518518518517,0.20370370370370372,0.07407407407407407,0.046296296296296294,0.018518518518518517,0.027777777777777776,False,True,False,False,False,True,False
48,5.7,1.1,0.4,1.8,23.8,0.0,0.1,16.7,0.3,0.4,76.5,0.2,0.4,0.6,1.3,0.3,0.0,0.5,273.6,0.19298245614035087,0.07017543859649124,0.3157894736842105,0.0,0.01754385964912281,0.05263157894736841,0.07017543859649124,0.03508771929824562,0.07017543859649124,0.10526315789473682,0.2280701754385965,0.05263157894736841,0.0,0.08771929824561403,True,False,False,False,False,True,False
82,18.9,6.6,2.3,4.6,50.0,0.0,0.0,0.0,2.0,2.9,70.0,2.1,3.2,5.3,1.0,0.7,0.2,1.2,1549.8,0.3492063492063492,0.12169312169312169,0.24338624338624337,0.0,0.0,0.10582010582010583,0.15343915343915343,0.11111111111111112,0.16931216931216933,0.2804232804232804,0.052910052910052914,0.037037037037037035,0.010582010582010583,0.06349206349206349,False,True,False,False,False,False,True
57,8.5,2.3,0.8,1.7,45.4,0.0,0.0,0.0,0.8,1.2,60.6,1.0,1.4,2.3,0.3,0.3,0.2,0.4,484.5,0.27058823529411763,0.09411764705882353,0.19999999999999998,0.0,0.0,0.09411764705882353,0.14117647058823526,0.11764705882352941,0.16470588235294117,0.27058823529411763,0.035294117647058816,0.035294117647058816,0.023529411764705882,0.047058823529411764,True,False,False,False,False,False,True
49,10.6,4.0,1.5,3.5,43.5,0.0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.7,0.4,0.1,1.0,519.4,0.37735849056603776,0.14150943396226415,0.33018867924528306,0.0,0.009433962264150945,0.0849056603773585,0.15094339622641512,0.05660377358490566,0.0849056603773585,0.14150943396226415,0.0660377358490566,0.03773584905660378,0.009433962264150945,0.09433962264150944,False,True,False,False,False,True,False
80,19.8,5.9,2.3,5.8,39.6,0.7,2.3,31.9,0.6,0.8,77.0,0.5,1.5,2.0,0.7,0.9,0.1,0.3,1584.0,0.29797979797979796,0.11616161616161616,0.29292929292929293,0.03535353535353535,0.11616161616161616,0.030303030303030304,0.04040404040404041,0.025252525252525252,0.07575757575757576,0.10101010101010101,0.03535353535353535,0.045454545454545456,0.005050505050505051,0.015151515151515152,False,True,False,False,False,False,True
39,10.4,2.7,1.1,1.7,66.2,0.0,0.0,0.0,0.5,0.5,90.0,0.6,1.9,2.5,0.0,0.2,0.4,0.3,405.6,0.25961538461538464,0.10576923076923078,0.16346153846153844,0.0,0.0,0.04807692307692307,0.04807692307692307,0.05769230769230769,0.18269230769230768,0.24038461538461536,0.0,0.019230769230769232,0.038461538461538464,0.028846153846153844,False,True,False,False,False,True,False
73,26.0,8.8,3.3,9.1,36.6,1.2,3.7,33.0,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,1898.0,0.33846153846153854,0.12692307692307692,0.35,0.04615384615384615,0.14230769230769233,0.03461538461538462,0.04615384615384615,0.06153846153846154,0.15769230769230766,0.21923076923076923,0.02692307692307692,0.007692307692307693,0.06923076923076923,0.023076923076923075,False,False,True,False,False,False,True
42,18.6,8.5,3.1,7.7,40.0,0.7,2.0,35.7,1.5,1.9,83.3,0.7,1.2,2.0,1.1,0.8,0.1,1.1,781.2,0.45698924731182794,0.16666666666666669,0.41397849462365593,0.03763440860215053,0.1075268817204301,0.08064516129032258,0.1021505376344086,0.03763440860215053,0.06451612903225806,0.1075268817204301,0.05913978494623656,0.04301075268817204,0.005376344086021505,0.05913978494623656,False,True,False,False,False,True,False
62,21.8,7.9,2.8,7.0,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1.0,2.2,3.2,1.2,0.7,1.1,1.7,1351.6000000000001,0.3623853211009174,0.12844036697247704,0.3211009174311926,0.03211009174311926,0.11009174311926603,0.07339449541284403,0.0963302752293578,0.04587155963302752,0.10091743119266054,0.14678899082568805,0.05504587155963302,0.03211009174311926,0.05045871559633027,0.07798165137614678,False,False,True,False,False,False,True
27,9.2,2.9,1.3,3.2,39.5,0.0,0.2,20.0,0.3,0.5,69.2,0.9,1.1,2.0,0.5,0.3,0.1,0.4,248.39999999999998,0.31521739130434784,0.14130434782608697,0.3478260869565218,0.0,0.02173913043478261,0.03260869565217391,0.05434782608695653,0.09782608695652176,0.11956521739130437,0.2173913043478261,0.05434782608695653,0.03260869565217391,0.010869565217391306,0.04347826086956522,True,False,False,False,True,False,False
47,15.1,6.2,2.1,5.5,38.6,1.0,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,709.6999999999999,0.4105960264900663,0.13907284768211922,0.3642384105960265,0.06622516556291391,0.16556291390728478,0.05960264900662253,0.07947019867549669,0.026490066225165566,0.07284768211920531,0.09933774834437087,0.05960264900662253,0.026490066225165566,0.006622516556291392,0.05960264900662253,False,True,False,False,False,True,False
51,5.7,2.2,0.7,1.5,47.4,0.0,0.0,0.0,0.7,0.9,78.3,0.4,1.0,1.4,0.2,0.2,0.0,0.5,290.7,0.3859649122807018,0.12280701754385964,0.2631578947368421,0.0,0.0,0.12280701754385964,0.15789473684210525,0.07017543859649124,0.1754385964912281,0.24561403508771928,0.03508771929824562,0.03508771929824562,0.0,0.08771929824561404,True,False,False,False,False,True,False
